%time,field.header.seq,field.header.stamp,field.header.frame_id,field.axes0,field.axes1,,,,,,,,,,,,,field.buttons0
1.56052492055502E+018,202,1.56052492058226E+018,,0,0,,,,,,,,,,,,,0
1.56052492154875E+018,203,1.56052492068245E+018,,0,0,,,,,,,,,,,,,0
1.56052492154981E+018,204,1.56052492068606E+018,,0,0,,,,,,,,,,,,,0
1.56052492154987E+018,205,1.56052492078226E+018,,0,0,,,,,,,,,,,,,0
1.56052492154991E+018,206,1.56052492078471E+018,,0,0,,,,,,,,,,,,,0
1.56052492154997E+018,207,1.56052492088236E+018,,0,0,,,,,,,,,,,,,0
1.56052492155018E+018,208,1.56052492088493E+018,,0,0,,,,,,,,,,,,,0
1.56052492155023E+018,209,1.56052492088739E+018,,0,0,,,,,,,,,,,,,0
1.56052492155027E+018,210,1.56052492098232E+018,,0,0,,,,,,,,,,,,,0
1.5605249215508E+018,211,1.56052492098351E+018,,0,0,,,,,,,,,,,,,0
1.56052492155086E+018,212,1.56052492098487E+018,,0,0,,,,,,,,,,,,,0
1.5605249215509E+018,213,1.5605249210824E+018,,0,0,,,,,,,,,,,,,0
1.56052492155103E+018,214,1.56052492108487E+018,,0,0,,,,,,,,,,,,,0
1.56052492155107E+018,215,1.56052492108732E+018,,0,0,,,,,,,,,,,,,0
1.56052492155115E+018,216,1.56052492118359E+018,,0,0,,,,,,,,,,,,,0
1.56052492155119E+018,217,1.56052492118486E+018,,0,0,,,,,,,,,,,,,0
1.56052492155125E+018,218,1.56052492128232E+018,,0,0,,,,,,,,,,,,,0
1.56052492155143E+018,219,1.56052492128361E+018,,0,0,,,,,,,,,,,,,0
1.56052492155146E+018,220,1.56052492128604E+018,,0,0,,,,,,,,,,,,,0
1.56052492155159E+018,221,1.56052492128732E+018,,0,0,,,,,,,,,,,,,0
1.56052492155163E+018,222,1.56052492138231E+018,,0,0,,,,,,,,,,,,,0
1.5605249215519E+018,223,1.5605249213835E+018,,0,0,,,,,,,,,,,,,0
1.56052492156021E+018,224,1.56052492138485E+018,,0,0,,,,,,,,,,,,,0
1.56052492156055E+018,225,1.56052492148229E+018,,0,0,,,,,,,,,,,,,0
1.56052492156068E+018,226,1.56052492148347E+018,,0,0,,,,,,,,,,,,,0
1.56052492156072E+018,227,1.56052492148465E+018,,0,0,,,,,,,,,,,,,0
